id_plot,lat,lon
9303702301,-69.782298,47.0002
9303703701,-70.149247,47.166389
9303800501,-71.860146,46.52998
9303802101,-69.962049,48.474821
9304900102,-76.17108,47.068183
9304901301,-75.99972,47.483351
9305003002,-76.820206,47.796205
9305004202,-75.993995,47.884773
9402301701,-76.666644,45.833396
9500800802,-71.721786,48.348272
9509800901,-64.246638,48.842822
9509901802,-72.960833,46.080289
9609901401,-71.17445,47.282265
9709902801,-71.138347,47.31955
99100501,-73.059468,45.500435
7000402001,-71.883354,45.29973
7000402101,-71.334507,45.316857
7000406101,-71.133305,45.715196
7000501401,-72.883239,45.266344
7000502401,-73.166652,45.550313
7000502702,-73.270138,45.653184
7009500902,-70.445329,47.929832
7100300501,-73.149962,48.816355
7100400702,-72.38803,50.166527
7100602101,-70.882515,47.16559
7100603602,-71.114937,47.320888
7100606801,-69.765581,48.047422
7100806601,-75.866395,46.000193
7100807501,-76.066101,46.099348
7100808002,-76.110881,46.168191
7100900902,-73.261447,50.28268
7101003102,-72.862777,50.948912
7109400302,-76.996215,46.012615
7109401402,-77.066725,46.16264
7109402101,-77.014677,46.298411
7109501701,-74.916911,46.66616
7109504501,-75.249412,47.249761
7109603302,-76.491037,46.338217
7109604302,-76.52378,46.426479
7109611002,-75.637977,47.07852
7109802401,-76.700044,46.34892
7109802502,-76.944204,46.364617
7200501602,-79.39985,47.13815
7201000802,0,0
7201500602,-59.479576,51.513735
7208801101,-78.296823,46.893421
7209000401,-77.767019,46.283824
7209301102,-78.838751,46.616224
7209400601,-76.196034,46.849457
7209403802,-76.748268,47.046472
7209405701,-76.382051,47.171831
7209407401,-75.77623,47.307474
7209408702,-76.689969,47.339827
7209600501,-77.398663,46.400005
7209605302,-77.468194,47.187042
7209901902,-78.028099,46.801202
7301100102,-61.5312,51.146775
7301101201,-61.350137,51.634531
7301102501,-59.16656,51.883401
7301102701,-61.56584,51.883643
7309801402,-74.812471,47.169285
7309803301,-74.732657,47.400032
7400701002,-72.455186,48.399186
7401203001,-68.898329,52.215823
7401203201,-69.298972,52.24906
7401601402,-69.943684,51.483269
7409700402,-73.664151,47.892463
7409700901,-73.5788,48.016381
7409702001,-73.952379,48.193705
7409703302,-73.781588,48.499118
7409703702,-73.848619,48.568761
7409800101,-71.650125,47.550016
7409901002,-68.470491,50.230168
7501002501,-76.532796,48.466568
7501003001,-75.599212,48.550008
7501003502,-77.097135,48.919841
7501004502,-74.862545,49.269789
7501004601,-76.317035,49.266393
7501101302,-69.879152,47.269815
7501103201,-68.482829,47.56633
7501105501,-67.750714,48.000376
7501105501,-67.750719,48.000376
7501200602,-77.205,48.268049
7501300301,-63.165927,49.283647
7501301402,-64.199409,49.878865
7501401501,-78.54963,48.1165
7501403102,-78.000866,48.413471
7501404302,-79.003882,48.54731
7501702201,-78.45073,47.73277
7601100602,-65.943966,48.268621
7601200902,-64.363406,48.718806
7601204302,-64.986908,49.080986
7601300701,-69.849652,48.449594
7601300801,-70.014945,48.450172
7601301901,-70.966557,48.599785
7601501001,-73.801076,46.199687
7601601601,-75.76567,45.716211
7601703202,-72.748986,46.864085
7601801602,-73.94977,45.853546
7601804301,-74.116777,46.033379
7601805602,-74.35375,46.119571
7601807201,-73.067198,46.450212
7601901501,-72.516154,46.733437
7601903001,-72.450324,46.934075
7607900501,-72.232556,46.816552
7607902401,-72.217695,47.032247
7607903201,0,0
7607903801,-71.532533,47.150794
7607904201,-72.332856,47.200139
7608100301,-69.94925,48.58247
7608200402,-69.649971,48.962743
7608201301,-69.54904,49.499901
7608300902,-70.545295,49.763901
7608602302,-73.872836,46.498008
7608603601,-73.71595,46.566473
7608605401,-74.165137,46.734033
7608606901,-73.582787,46.866757
7608609601,-73.732561,47.032885
7608902402,-75.378998,46.230122
7609500202,-72.67386,46.950048
7609501602,-74.060885,47.079516
7609506002,-72.901665,47.365652
7609511702,0,0
7609511901,-73.792622,47.669279
7609512302,-73.956492,47.703699
7609512402,-73.875105,47.717513
7609602501,-73.249178,47.049489
7609607201,-72.86598,47.333796
7609607702,0,0
7609609201,-73.400395,47.666919
7609610601,-73.016601,47.833591
7609801801,-65.499514,48.733743
7701102901,-63.882584,52.015773
7701201102,-66.027863,51.530743
7701203301,-67.933968,51.933215
7701300101,-67.482775,49.483432
8709603501,-78.333218,48.683381
8901806202,-67.861245,50.163816
8901900701,-66.69966,50.883372
8901901302,-67.152872,51.153603
8902200201,-61.80242,50.716527
8902200901,-61.634699,51.049892
8909205202,-64.428691,48.426924
9003102802,0,0
9003200201,0,0
9003200902,-76.872097,51.049287
9003401001,-74.273314,50.959777
9003401101,-73.852187,50.99853
9003403302,-73.559648,51.550748
9100402201,-68.462204,51.85215
9109600401,-72.087105,45.217416
9109613602,-72.773592,48.718467
9109614201,-66.988574,48.969838
9203201402,-70.166025,48.487133
9203202401,-69.68294,48.550165
9203508002,-70.311005,47.614905
9203709702,-69.881977,48.137295
9203804001,-71.415966,47.683492
9204200201,-75.849766,46.133444
9204404401,-74.49936,48.849634
9204504502,-76.988687,48.851032
9204601002,-76.1754,49.331826
9204701702,-74.022079,49.967796
9209605301,-74.231695,50.02661
9303701901,-69.919405,46.897049
9303705302,-68.548889,47.587067
9303800602,-70.232892,46.554215
9305001001,-75.649875,47.61649
9305005902,-75.988896,48.031857
9509801901,-64.329936,48.920404
9701201701,-78.233109,48.733518
9801703102,-70.466322,46.2871
9909902002,-71.129306,47.305648
119900101,-71.149242,47.26242
7000400702,-71.632565,45.099873
7000404602,-72.08717,45.567896
7000407702,-70.665954,45.835811
7000409601,-70.749394,46.034411
7000410402,-70.470454,46.115608
7000501502,-72.796638,45.313546
7000603901,-70.364575,46.967212
7009500801,-70.548882,47.898978
7009901302,-71.730178,48.287551
7100602202,-70.907097,47.18078
7100603901,-70.817108,47.350116
7100802702,-76.663276,45.703634
7100807302,-75.999612,46.04999
7100808501,-76.016324,46.266639
7100810201,-75.283577,46.417072
7100810501,-75.882916,46.450742
7100901302,-74.071393,50.298549
7101000901,-73.463302,49.666352
7101002601,-73.530064,49.983371
7101004201,-72.706869,51.31768
7101004602,-74.26094,51.384631
7102200301,-61.080491,50.934888
7102500802,-60.909759,51.02126
7108700101,-73.06503,49.716956
7108700102,-73.064952,49.713251
7109500102,-75.679626,46.229694
7109502101,-74.882322,46.716263
7109601401,-76.554122,46.077121
7109608802,-75.585047,46.801986
7109610901,-75.470162,47.07607
7109800602,-77.462693,46.131462
7200500602,-77.384408,46.96301
7200502602,-78.732796,47.229721
7200502702,-78.760193,47.232078
7200903002,-78.126914,50.534588
7201000301,-77.733254,50.749954
7201501901,0,0
7202100902,-75.946528,50.869732
7202101101,0,0
7208800401,-78.42363,46.730391
7208802602,-78.57621,47.323731
7209002102,-77.853548,46.38034
7209201002,-78.819791,46.96963
7209304702,-78.186562,47.096527
7209401302,-76.425051,46.903291
7209403402,-76.213612,47.029572
7209409902,-76.543079,47.392393
7209601302,-77.170733,46.582463
7209605501,-77.116037,47.216483
7209701401,-77.883005,46.717388
7209903102,-77.835521,47.002923
7209905202,-77.729771,47.220013
7209906002,-78.077515,47.251566
7301101202,-61.352575,51.638104
7301102402,-62.041114,51.867841
7301103502,-62.492191,51.980305
7303500501,-74.864722,47.751415
7303600202,-74.345881,48.330812
7309804402,-74.704503,47.695172
7400700402,-72.011821,48.163186
7401203501,-69.882377,52.333277
7401601701,-68.816086,51.549839
7409800602,-71.788052,47.736146
7409802001,-74.266187,47.966587
7409900302,-68.535171,49.746319
7501001101,-76.99901,48.282869
7501100101,-70.148831,46.866833
7501100301,-69.716767,47.050207
7501101302,-69.879155,47.269819
7501106102,-68.895781,48.136525
7501109502,-68.06561,48.653858
7501401202,-77.9999,48.09622
7501409601,0,0
7501501202,-70.594676,51.149231
7501704301,-79.48141,47.98347
7506900401,-66.515936,48.25001
7507400902,-71.122096,50.001138
7507600901,-71.816366,49.800492
7509200202,-77.144285,47.416174
7509601101,-74.479809,49.218247
7601200502,-65.375948,48.618332
7601203402,-66.921826,48.965631
7601203902,-65.512343,48.997342
7601302601,-69.115579,48.716661
7601303701,-70.06697,50.950185
7601704002,-72.820861,47.469639
7601800602,-74.477112,45.783732
7601806701,-73.199025,46.344767
7601900401,-72.299956,46.499968
7601901802,-72.579471,46.74574
7607900901,-72.515728,46.933423
7607907301,-74.199629,47.632901
7607908701,0,0
7608101001,-69.449701,48.750559
7608300202,-71.14397,48.900892
7608603701,-74.116765,46.567578
7608604101,-73.966678,46.616871
7608606802,-73.729802,46.852733
7608608201,-74.416264,46.915474
7608609901,-74.214996,47.050464
7608801202,-74.491636,46.29738
7608802601,-74.462855,46.525584
7608902602,-75.194138,46.283073
7609001301,-75.716553,46.097939
7609200202,-73.060702,46.684616
7609501301,-72.638143,47.087173
7609502102,-73.12221,47.104888
7609505401,-73.942538,47.34827
7609508402,-72.523267,47.492786
7609512001,-73.677325,47.684753
7609600202,-73.196577,46.797153
7609601701,-73.182402,46.950681
7609900302,-66.395663,48.779537
7701201601,-66.89917,51.633688
7701300702,-67.079104,50.402709
7701403302,-65.852539,51.182075
8609100301,-65.483411,48.100102
8709600102,-79.339035,47.219087
8709601002,-79.22794,47.935072
8709603401,-78.082904,48.684097
8709604502,-78.805196,48.85126
8809405301,-78.445124,47.583954
8809405302,-78.445582,47.580097
8809413501,-71.740895,48.844726
8901800601,-67.882156,49.33183
8901802802,-67.349338,49.546594
8902201801,-61.148218,51.383818
8902300302,-60.775423,50.479357
8902300402,-59.578733,50.619306
8902300601,-60.148554,50.666756
8909200801,-76.637503,46.210686
8909202101,-72.739044,47.732208
9003104501,-78.232303,50.035588
9003104702,0,0
9003202502,-77.231802,51.452623
9003304001,-74.844541,51.519444
9003400501,-74.219823,50.797685
9100400901,-68.400345,51.691847
9203000402,-69.744289,47.379586
9203621702,-70.093825,47.948573
9204101401,-75.833385,45.93324
9204301501,-73.616023,49.033929
9303700901,-70.382702,46.767294
9304400402,-77.30541,47.252344
9305004002,-76.437894,47.868395
9402301501,-76.532994,45.783426
9409801002,-69.865875,47.112239
9509801201,-64.220413,48.851009
9609742801,-63.621579,50.229408
9701201001,-79.132277,48.616871
9801700101,-73.819751,45.131814
9809902302,-71.171668,47.279725
502800301,-78.390406,47.681773
1000400301,-71.321805,46.28039
7000402301,-71.232996,45.349706
7000402502,-71.398931,45.36686
7000403501,-71.73173,45.482906
7000405201,-70.716938,45.59913
7000501602,-73.116478,45.353421
7000502802,-72.266298,45.679579
7000603001,-69.916463,46.816256
7000700401,-72.114297,45.849871
7009900402,-71.15111,47.936918
7100300401,-72.565241,48.784012
7100601501,-71.06559,47.083591
7100603901,-70.817108,47.350116
7100608602,-70.469446,48.313609
7100801402,-76.613693,45.579443
7100804302,-76.744782,45.815447
7100807801,-76.249794,46.117447
7100810702,-75.181992,46.471046
7100900902,-73.261447,50.28268
7101000402,-75.100399,49.431018
7101004302,-74.0833,51.34583
7101006301,-71.916786,51.933516
7109504301,-75.150287,47.133435
7109600501,-76.53874,45.879575
7109610002,-75.448361,46.968584
7109610101,-75.617267,46.984207
7109611701,-75.428444,47.317327
7109800302,-77.188783,46.115349
7109801202,-77.178644,46.201047
7109801302,-76.537939,46.217802
7109900302,-76.683158,45.986395
7200700601,-77.882876,49.200029
7200701202,-77.777227,49.466199
7201000102,-77.888805,50.665741
7201001101,-77.582277,51.199208
7201500602,0,0
7201501801,-59.42078,51.948922
7202100701,-76.44805,50.749909
7208800202,-78.314123,46.69414
7208801701,-78.360891,46.980234
7209001601,-77.8838,46.349891
7209100501,-78.950263,46.534062
7209200902,-79.153127,46.94734
7209301202,-78.727314,46.634456
7209302301,-78.883293,46.750331
7209401801,-76.164014,46.93275
7209402302,-76.403853,46.962263
7209404501,-76.571163,47.077737
7209404902,-76.025526,47.121204
7209412101,-76.332397,47.505301
7209501101,-76.865741,46.78284
7209900502,-77.652379,46.536661
7209900802,-77.753097,46.597411
7209903001,-77.782513,46.999733
7300800602,-74.516011,47.937331
7301101702,-62.328514,51.788004
7309602402,0,0
7401201702,-69.527053,50.598916
7409703502,-73.33619,48.552786
7501002001,-76.316077,48.38325
7501101402,-69.861068,47.299014
7501102202,-68.764202,47.404116
7501200201,-77.24897,48.01759
7501202301,-77.033615,48.834231
7501402201,-79.46679,48.28368
7501403402,-78.6677,48.41802
7501701501,-78.41747,47.63417
7505700101,-78.43285,47.31805
7507601701,-72.199341,50.716909
7509500902,-76.738202,47.790387
7509501502,-75.99547,47.9818
7601200201,-64.332747,48.466571
7601203002,-65.732021,48.945913
7601301101,-70.833083,48.449991
7601301601,-70.866208,48.549928
7601502701,-73.648976,46.28313
7601703101,-72.869019,46.853573
7601801901,-73.948784,45.883036
7601802501,-73.499459,45.916057
7601802601,-73.766537,45.915909
7601806602,-73.479213,46.313105
7601807002,-73.062235,46.436005
7601902902,-71.944334,46.918417
7601903201,-71.817229,46.966053
7607900101,-72.750702,46.750984
7607902102,-72.311077,47.01349
7607908202,-74.121585,47.799133
7608100701,-70.067588,48.733136
7608201501,-69.799316,49.633161
7608601902,-74.078343,46.463874
7608800101,-74.588143,45.800508
7608900101,-75.266855,45.733258
7608901101,-74.967976,46.033436
7608902501,-75.281998,46.250439
7609300502,-71.646609,47.236375
7609505102,-72.148032,47.344993
7609509201,-71.910936,47.515539
7609511402,-73.949094,47.611852
7609601201,-72.966185,46.933585
7609603901,-73.6659,47.167364
7701100802,-62.403729,51.567268
7701201302,-66.311912,51.564446
7701300201,-67.598955,49.679461
7701301002,-67.345928,50.586521
7709801202,-63.226147,50.783094
7709900802,-67.875944,50.714965
8809407101,-74.241221,47.745173
8809412301,-71.135892,48.703606
8901802901,-67.714376,49.566627
8901804602,-67.48163,49.814522
8901804801,-67.354214,49.834537
8902300302,-60.775428,50.479356
9003300901,-75.865137,50.702117
9003400202,-74.30175,50.763177
9003402102,-74.47171,51.24946
9003403802,-73.861156,51.654697
9003405302,-74.14701,51.88329
9003503401,-72.65593,51.77583
9009101401,-73.222766,47.142743
9203000302,-68.711878,47.387138
9203710502,-70.288716,48.297362
9204501902,-75.538565,48.61859
9209600101,-75.846034,45.758684
9309701101,-63.676262,49.796607
9309701302,-63.929733,49.835312
9500801601,-70.970198,48.416236
9500804702,-72.445038,48.803722
9509701801,-71.104515,47.334091
9509702201,-71.111319,47.294105
9509802001,-64.349487,48.909323
9700700101,-65.198949,48.083261
9701000102,-73.905161,45.584535
9801702801,-70.266148,46.266505
9801703001,-70.683295,46.266003
9909900601,-71.183329,47.257275
602500101,-75.244716,46.431366
1000200402,-73.1926,47.5778
7000401901,-71.498326,45.300802
7000402201,-71.134171,45.348921
7000403202,-70.882781,45.432737
7000404801,-70.753085,45.581662
7000406201,-71.437343,45.719774
7000410301,-70.432733,46.116316
7000413002,-70.349181,46.332495
7000500401,-73.782052,45.032734
7000600202,-70.119682,46.463661
7000601901,-70.149073,46.7008
7000602501,-70.197533,46.766793
7000602702,-71.053295,46.763823
7000604102,-70.152096,47.053571
7000700202,-71.926843,45.783922
7000700701,-71.950175,46.099569
7009500101,-71.082902,47.51618
7100400502,-72.886673,49.945617
7100603502,-71.0196,47.296743
7100608801,-71.665421,48.33329
7100802502,-76.394188,45.701983
7100802802,-76.112612,45.713163
7100804801,-76.966194,45.849629
7100807302,-75.999612,46.04999
7100808802,-75.969392,46.279835
7100810501,-75.882916,46.450742
7100902001,-74.284564,50.679719
7101003001,-74.04832,50.91408
7101003602,-74.06337,51.13617
7101003901,-73.716629,51.26666
7101004702,-74.405256,51.385976
7108600102,-72.930302,49.386586
7109503001,-74.949982,46.816917
7109601202,-76.300705,46.047358
7109601401,-76.554122,46.077121
7109605002,-76.268728,46.529201
7109609602,-75.681486,46.936717
7109802002,-76.63841,46.282207
7109803201,-76.798916,46.466372
7200500801,-77.448189,47.015647
7200503202,-78.810964,47.31627
7200902701,-77.900219,50.517399
7202100301,-76.566358,50.666913
7202101001,-76.733284,51.06635
7208801901,-78.297604,47.000467
7208802001,-78.250832,47.012629
7208802201,-78.328674,47.066403
7209003302,-78.280896,46.536187
7209301602,-78.796525,46.703216
7209400102,-76.61622,46.814089
7209406502,-75.864903,47.237392
7209409701,-76.11927,47.378645
7209500402,-76.929141,46.686229
7209500701,-77.148626,46.716351
7209500902,-76.899071,46.736867
7209501002,-76.959928,46.733971
7209603701,-77.26432,46.91622
7209902801,-77.783147,46.932812
7209904401,-78.01551,47.133157
7209906502,-77.710016,47.31557
7301100102,-61.531195,51.146777
7301103502,-62.492191,51.980305
7309802802,-74.849382,47.34635
7309804201,-74.617064,47.598585
7400700601,-71.967421,48.283818
7401201201,-68.916847,50.084006
7401201301,-69.527654,50.164763
7401202702,-69.81425,52.031412
7409704302,-73.951889,48.765719
7409704501,-74.134414,48.78164
7409705401,-74.969331,48.948045
7409801102,-72.132426,47.870616
7409900502,-68.237726,49.815247
7501003801,-75.866469,48.95025
7501003902,-76.504588,48.948851
7501102802,-69.620869,47.459893
7501103701,-68.433633,47.665943
7501400102,-78.2706,47.91336
7501404002,-79.12997,48.49677
7501406902,-78.519034,49.013673
7501407001,-78.650023,49.017002
7501502001,-70.617394,51.46665
7501502401,-70.948965,51.617459
7507500301,-71.316572,49.54927
7509600702,-74.44911,49.027125
7509600901,-75.250734,49.13641
7601202902,-64.703271,48.946918
7601504502,-75.043068,46.498627
7601603702,-74.848925,45.862439
7601604502,-74.87932,45.9529
7601702702,-72.861374,46.784924
7601805101,-74.250667,46.083261
7601805402,-73.632479,46.120335
7607905901,-71.766801,47.500041
7608300102,-70.749365,48.837265
7608600202,-74.0436,46.30091
7608601602,-74.329495,46.453493
7608603801,-73.600217,46.600226
7608606701,-74.13263,46.833115
7608610301,-73.865501,47.117046
7608610302,-73.862816,47.113681
7608802702,-74.534148,46.524566
7608804202,-74.739378,46.858966
7608901401,-75.415932,46.099964
7608902301,-75.282654,46.233986
7609502601,-72.137547,47.180818
7609503702,-71.915892,47.240925
7609505302,-72.749812,47.342351
7609506001,-72.901041,47.36224
7609508302,-74.206069,47.460706
7609508801,-74.073112,47.485277
7609510401,0,0
7609510601,-74.060448,47.567178
7609600101,-72.899946,46.666783
7609600601,-73.399696,46.866279
7609602201,-73.382961,47.033826
7609602702,-72.981691,47.083558
7609603101,-73.431903,47.100174
7609603602,-73.383175,47.146959
7609605501,-73.416821,47.250457
7609610701,-73.599516,47.850972
7701102002,-63.263336,51.79682
7701203602,-67.920937,51.96363
7701205101,-67.450501,52.533552
7701402202,-66.504463,51.014876
8509701702,-70.285954,46.81385
8609102402,-64.320769,48.834625
8709604802,-79.105419,48.96582
8809405901,-68.653385,47.641601
8809410502,-71.689591,48.321555
8809412302,-71.133686,48.700029
8809413902,-79.006632,48.935021
8901800401,-67.614428,49.333529
