id_plot,lat,lon
1103200101,-58.183333,51.783333
7000400201,-71.732661,45.033548
7000409102,-70.510558,45.984683
7000410601,-70.565951,46.13334
7000412801,-71.166958,46.299618
7000413501,-70.60061,46.383723
7000600801,-70.432682,46.584287
7000603601,-70.398908,46.899862
7000603902,-70.367765,46.963937
7009800102,-71.426826,47.301487
7100600301,-71.668515,46.899884
7100600402,-71.765877,46.929752
7100602501,-70.883049,47.199323
7100800802,-76.282967,45.562777
7100804901,-77.032904,45.849662
7100806402,-75.952781,45.970083
7100806901,-76.116203,46.016282
7100811302,-76.032754,46.512532
7100812402,-75.496735,46.619873
7101001202,-74.165703,49.716678
7101005002,-73.26578,51.42011
7108600102,-72.930302,49.386586
7109401702,-77.016493,46.215754
7109502401,-74.832937,46.750028
7109605902,-75.681865,46.598739
7109612301,-75.365875,47.440796
7109803902,-77.002584,46.536432
7109900501,-76.649979,46.066531
7200501802,-79.271802,47.166807
7200900502,-77.133615,50.070831
7201001401,-77.210127,51.301118
7201500201,-59.449057,51.133471
7201500701,-58.484007,51.60121
7208900101,-78.349148,46.29853
7209002401,-78.282799,46.39979
7209003402,-78.386601,46.536902
7209003602,-77.462549,46.563572
7209202002,-78.91323,47.09701
7209304501,-78.150581,47.033159
7209400702,-76.283411,46.857038
7209401502,-76.007082,46.91724
7209410701,-75.44611,47.441296
7209501701,-76.683403,46.849856
7209501902,-76.876685,46.848433
7209603502,-77.126231,46.917057
7209700402,-77.930367,46.346769
7209700502,-77.971972,46.350908
7300801102,-74.731479,48.153873
7300801902,-75.304634,48.436458
7301102302,-57.410711,51.870683
7301103302,-60.160828,51.952146
7309602002,-74.952119,47.889523
7309802102,-74.847582,47.254545
7309802202,-74.910168,47.248737
7309803702,-74.698851,47.470888
7401202602,-70.338723,52.001515
7401203601,-69.048778,52.350606
7409700801,-73.347427,48.0212
7501001801,-76.6162,48.366655
7501001901,-75.565541,48.383245
7501101301,-69.882689,47.267095
7501101502,-70.055734,47.301643
7501105902,-67.916166,48.062689
7501202101,-76.550343,48.800607
7501202201,-76.665962,48.816776
7501402102,-79.253924,48.263307
7501407501,-78.849212,49.399737
7501409601,-78.899888,50.316581
7501501802,-71.382123,51.380096
7501703901,-79.31567,47.91734
7506900401,-66.515935,48.250006
7507500302,-71.31099,49.551062
7507601902,-72.063769,50.936226
7509400301,-76.432021,48.583677
7509501202,-76.51019,47.95737
7509600802,-75.120566,49.097031
7601100502,-66.034953,48.252438
7601202801,-65.533074,48.933712
7601203501,-65.013732,48.984102
7601204701,-66.565628,49.100136
7601303501,-69.849352,50.38325
7601505201,-73.966884,46.683292
7601602002,-74.849564,45.75371
7601602402,-75.530181,45.753374
7601603701,-74.849292,45.866358
7601701801,-74.471677,45.717372
7601801401,-74.266095,45.83348
7601802202,-74.321789,45.883068
7601803202,-74.611513,45.946238
7601804201,-74.398394,46.016387
7607901101,-72.850072,46.94997
7607901702,-72.335466,46.987014
7607907401,-74.283287,47.65023
7607907602,-72.336191,47.68004
7608501501,-73.449536,46.800351
7608800202,-74.695065,45.857836
7608801501,-74.472535,46.365896
7608803002,-74.321437,46.55465
7608803501,-74.479617,46.592234
7608900301,-75.366299,45.833556
7609505101,-72.153252,47.343581
7609507502,-71.895039,47.424698
7609507701,-72.200809,47.452182
7609509002,-72.495606,47.504681
7609511802,-73.650362,47.661089
7609606402,-73.692791,47.282368
7609608901,-73.299759,47.633866
7609609902,-73.145401,47.751966
7609610302,-73.578718,47.786037
7609800602,-65.526989,48.384642
7609801202,-65.961176,48.518129
7701102002,-63.263344,51.79682
7709800201,-62.983405,50.450365
7709801701,-62.249463,50.949922
7709802001,-63.981644,50.966585
7709803002,-62.935486,51.26985
8609101502,-64.344041,48.551075
8609102202,-64.605925,48.799409
8809400201,-76.599777,45.78262
8809402002,-72.683377,46.794858
8809409202,-72.86646,48.074699
8809410902,-72.340197,48.408263
8901901001,-66.565218,50.949651
8901902802,-67.612286,51.636987
8902003702,-63.635758,51.199278
8902102501,-66.017815,51.83325
8902103002,-66.110436,52.017797
8902103201,-63.882614,52.150264
8909205702,-64.760479,48.520672
9003103001,-78.966261,51.134053
9003203301,0,0
9003300401,-75.778708,50.554503
9003303302,-75.706033,51.430058
9003401202,-73.948849,50.995501
9003501401,-72.435187,51.517195
9003502001,-72.472864,51.569714
9100303602,-68.298935,51.586919
9109605001,-72.600611,46.380116
9109605801,-75.89826,46.569026
9109607001,-72.306435,46.797063
9109609302,-69.408574,47.614699
9109614802,-68.401239,49.329658
9203201902,-70.11593,48.520541
9203204002,-70.001909,48.720481
9203409001,-70.704316,47.716352
9203802402,-70.886021,47.428048
9204400201,-73.900878,48.499942
9204405102,-75.007225,48.934316
9204502201,-76.815756,48.633745
9204505302,-75.916206,48.946025
9204601102,-75.682581,49.353797
9204702101,-74.412336,50.018146
9204800101,-73.333347,49.883369
9209501101,-75.325934,45.829279
9303705901,-69.582478,47.783089
9509703101,-71.121778,47.254657
9609801302,-73.061055,46.876331
9609900601,-71.133121,47.26296
9801702001,-71.182935,46.000035
7000405402,-71.78724,45.602089
7000407902,-71.454087,45.829429
7000408502,-70.819883,45.896229
7000409701,-70.632352,46.050892
7000411701,-70.920931,46.231843
7000414101,-70.398985,46.466316
7000600102,-70.219446,46.419459
7000601401,-71.016155,46.65045
7000601801,-70.300766,46.684328
7000701601,-71.599332,46.317359
7002500501,-76.663618,52.066671
7100400202,-72.732203,49.605607
7100602002,-70.711296,47.171778
7100602602,-71.135673,47.220293
7100802601,-76.533638,45.700277
7100804501,-76.332512,45.833384
7100808801,-75.966401,46.282918
7100811702,-75.037155,46.581314
7101000402,-75.100399,49.431018
7102200302,-61.080994,50.931317
7109402301,-76.999924,46.332127
7109603002,-75.80216,46.33882
7109603901,-76.492538,46.379447
7109609601,-75.678236,46.939653
7109609802,-75.488385,46.953589
7109803101,-76.948839,46.449553
7109900101,-76.616248,45.916496
7200501301,-79.382675,47.08338
7200800801,-76.283041,49.833949
7200903101,-75.466752,50.582847
7200903302,-77.560676,50.615488
7201501101,-58.331365,51.783993
7202100802,-75.082917,50.820159
7208801601,-78.328801,46.947254
7208802401,-78.533699,47.326236
7209000501,-77.983854,46.282909
7209303001,-79.133194,46.816328
7209304402,-78.163227,46.996206
7209406201,-76.195113,47.213813
7209407202,-76.840956,47.286907
7209408102,-75.588203,47.340262
7209408502,-76.550739,47.341143
7209409501,-75.539307,47.389824
7209410202,-75.496269,47.421916
7209501001,-76.965092,46.733446
7209600101,-77.315983,46.333118
7209600201,-77.382614,46.35022
7209603102,-77.232045,46.866718
7209800102,-78.219325,46.546982
7209900501,-77.649733,46.53351
7209902802,-77.786728,46.93592
7209906701,-77.80432,47.3512
7300801901,-75.300113,48.433857
7301100602,-61.412267,51.501661
7301101901,-61.616695,51.800919
7309803102,-75.008152,47.369532
7400701101,-72.316019,48.483425
7400701301,0,0
7401202702,-69.81425,52.031412
7401203801,-69.500461,52.50024
7409500202,-71.886584,48.086905
7409704501,-74.134414,48.78164
7409704802,-74.996691,48.783417
7409705201,-74.990352,48.902898
7409801602,-74.013022,47.901994
7409801702,-72.119308,47.932245
7409900801,-68.550063,49.983027
7409901802,-68.953563,50.731467
7501003302,-75.844209,48.818034
7501105002,-66.976587,47.919161
7501200701,-77.250035,48.266905
7501201001,-76.799837,48.449885
7501401701,-78.78271,48.1506
7501406301,-79.466186,48.916393
7501406301,-79.46631,48.916642
7501700702,-78.00592,47.41566
7501701001,-79.01099,47.50098
7501701102,-78.05567,47.51509
7501701202,-77.716162,47.578813
7507500601,-71.749767,50.233524
7509200402,-77.012657,47.54718
7601500201,-74.848664,46.065928
7601600301,-75.533625,45.583327
7601602101,-74.899946,45.750512
7601804002,-73.786883,46.014186
7601805801,-73.249224,46.216669
7601901602,-72.499652,46.746303
7607902402,-72.221061,47.035447
7607906402,-71.845951,47.532709
7608200101,-69.383061,48.799559
7608200101,-69.383061,48.799559
7608600802,-73.963818,46.370089
7608608501,-74.382368,46.932491
7609300902,-71.639075,47.364758
7609500801,-72.638637,47.022963
7609511102,-72.13789,47.626161
7609511502,-73.975371,47.622739
7609601202,-72.962696,46.930555
7609603002,-72.966019,47.103376
7609609401,-73.432932,47.68371
7609609502,0,0
7701103102,-63.956566,52.166011
7701203201,-67.316877,51.933073
7701205201,-66.781448,52.549806
7701300902,-67.080532,50.464051
7701400402,-64.432448,50.395672
7701401101,-65.065392,50.533265
7709800502,-62.321095,50.634638
7709801202,-63.226152,50.783097
8509701802,-70.098526,46.853708
8709604801,-79.10023,48.967421
8809403401,-78.791227,47.238094
8809405401,-73.8454,47.598552
8809410901,-72.340209,48.404372
8809414101,-73.266917,48.989507
8809416602,-71.429198,50.029962
8901807602,-67.560394,50.60108
8902100502,-64.02655,51.381781
8902103702,-66.350592,52.762346
8909202001,-70.367125,47.648383
8909207001,-64.709196,49.002376
8909901801,-63.565958,49.750164
9003106101,-78.729801,50.650164
9003203102,0,0
9003300601,-75.4508,50.618182
9003302002,-75.525114,51.201507
9003304201,-75.559799,51.506416
9003402801,-74.356669,51.426403
9009100101,-75.866582,45.439381
9109603102,-76.420875,45.923921
9109603302,-72.707165,46.029252
9109604402,-76.087522,46.266495
9109604801,-70.954418,46.363523
9109612802,-70.03366,48.425749
9203002702,-69.168812,47.853151
9203202202,-69.894052,48.542953
9203203701,-70.216505,48.683212
9203409102,-70.877542,47.748492
9203508401,-70.566982,47.782537
9204201002,-75.986582,46.669067
9204402201,-74.916786,48.683608
9204501901,-75.533434,48.617351
9204505201,-76.264109,48.918393
9209600601,-74.998879,46.007191
9209601102,-76.972637,46.078476
