"idplot" "st0" "st1" "yr0" "yr1" "lat" "lon" "annual_pp" "annual_mean_temp" "moose" "deer"
"111" 7000402002 "T" "T" 1997 2008 -71.87983 45.302652 1190 5.4 2.41 3.94
"112" 7000402101 "M" "R" 1985 1978 -71.334507 45.316857 1175 2.965 1.48 4.54
"113" 7000402101 "R" "M" 1978 1997 -71.334507 45.316857 1156.5 2.945 1.48 4.54
"114" 7000402102 "R" "M" 1997 1985 -71.330753 45.320061 1189.5 3.165 1.48 4.54
"115" 7000402102 "M" "M" 1985 1978 -71.330753 45.320061 1158.5 3.085 1.48 4.54
"116" 7000402201 "B" "B" 1985 1970 -71.134171 45.348921 1141.5 3.11 1.48 4.54
"117" 7000402201 "B" "B" 1970 1978 -71.134171 45.348921 1095 2.975 1.48 4.54
"118" 7000402201 "B" "M" 1978 2008 -71.134171 45.348921 1284.5 3.56 1.48 4.54
"119" 7000402201 "M" "B" 2008 1997 -71.134044 45.348939 1313 3.65 1.48 4.54
"120" 7000402202 "B" "R" 1997 2008 -71.139697 45.347774 1313 3.655 1.48 4.54
"121" 7000402202 "R" "B" 2008 1978 -71.139325 45.347632 1284 3.565 1.48 4.54
"122" 7000402202 "B" "B" 1978 1985 -71.139697 45.347774 1148 2.835 1.48 4.54
"123" 7000402301 "B" "B" 1985 1978 -71.232996 45.349706 1172.5 2.825 1.48 4.54
"124" 7000402301 "B" "R" 1978 2008 -71.232996 45.349706 1295.5 3.545 1.48 4.54
"125" 7000402301 "R" "B" 2008 1997 -71.232996 45.349706 1325 3.625 1.48 4.54
"126" 7000402302 "R" "M" 1997 1978 -71.236838 45.352741 1174.5 2.62 1.48 4.54
"127" 7000402401 "T" "T" 1985 1970 -71.352131 45.367713 1092.5 3.87 1.48 4.54
"128" 7000402401 "T" "T" 1970 1978 -71.352131 45.367713 1061.5 3.73 1.48 4.54
"129" 7000402401 "T" "T" 1978 1997 -71.352131 45.367713 1089.5 3.625 1.48 4.54
"130" 7000402402 "M" "M" 2008 1997 -71.352149 45.363772 1255 4.355 1.48 4.54
"131" 7000402402 "M" "M" 1997 1985 -71.352197 45.363627 1134.5 3.655 1.48 4.54
"132" 7000402402 "M" "M" 1985 1978 -71.352197 45.363627 1113 3.51 1.48 4.54
"133" 7000402501 "T" "T" 1978 1985 -71.401925 45.364109 1089 3.76 1.48 4.54
"134" 7000402501 "T" "M" 1985 1997 -71.401925 45.364109 1109 3.94 1.48 4.54
"135" 7000402501 "M" "M" 1997 2008 -71.401925 45.364109 1230 4.63 1.48 4.54
"136" 7000402502 "M" "R" 1970 1985 -71.398931 45.36686 1086.5 3.995 1.48 4.54
"137" 7000402502 "R" "R" 1985 1978 -71.398931 45.36686 1093.5 3.73 1.48 4.54
"138" 7000402502 "R" "T" 1978 2008 -71.398931 45.36686 1214 4.415 1.48 4.54
"139" 7000402502 "T" "T" 2008 1997 -71.401786 45.364165 1234 4.59 1.48 4.54
"140" 7000402601 "R" "B" 1970 1985 -71.749522 45.365848 1095 4.42 2.41 3.94
"141" 7000402601 "B" "B" 1985 1978 -71.749522 45.365848 1105 4.105 2.41 3.94
"142" 7000402601 "B" "B" 1978 1997 -71.749522 45.365848 1102.5 4.125 2.41 3.94
"143" 7000402602 "M" "M" 1985 1970 -71.753631 45.366945 1090 4.46 2.41 3.94
"144" 7000402602 "M" "M" 1970 1978 -71.753631 45.366945 1065 4.25 2.41 3.94
"145" 7000402701 "T" "T" 2008 1997 -72.166734 45.366126 1272.5 4.775 2.41 3.94
"146" 7000402701 "T" "T" 1997 1970 -72.166729 45.366124 1160.5 4.235 2.41 3.94
"147" 7000402701 "T" "T" 1970 1985 -72.166662 45.366277 1172 4.235 2.41 3.94
"148" 7000402701 "T" "T" 1985 1978 -72.166662 45.366277 1200 3.865 2.41 3.94
"149" 7000402702 "T" "T" 2008 1997 -72.170136 45.362992 1272 4.775 2.41 3.94
"150" 7000402702 "T" "M" 1997 1970 -72.170134 45.362988 1160.5 4.235 2.41 3.94
"151" 7000402702 "M" "T" 1970 1985 -72.170018 45.363067 1172 4.24 2.41 3.94
"152" 7000402702 "T" "M" 1985 1978 -72.170018 45.363067 1200 3.87 2.41 3.94
"153" 7000402801 "T" "T" 2008 1997 -70.833508 45.384497 1255 3.805 1.48 4.54
"154" 7000402801 "T" "M" 1997 1970 -70.832652 45.384383 1031 3.2 1.48 4.54
"155" 7000402801 "M" "T" 1970 1985 -70.832652 45.384383 1049.5 3.265 1.48 4.54
"156" 7000402801 "T" "M" 1985 1978 -70.832652 45.384383 1064 3.01 1.48 4.54
"157" 7000402802 "T" "T" 1970 1985 -70.837226 45.386844 1055.5 3.225 1.48 4.54
"158" 7000402802 "T" "T" 1985 1978 -70.837226 45.386844 1070 2.97 1.48 4.54
"159" 7000402802 "T" "T" 1978 2008 -70.837226 45.386844 1234.5 3.64 1.48 4.54
"160" 7000402802 "T" "T" 2008 1997 -70.837726 45.387292 1260 3.76 1.48 4.54
"161" 7000402901 "M" "M" 1997 2008 -71.345273 45.399206 1307 3.89 1.48 4.54
"162" 7000402901 "M" "R" 2008 1978 -71.345266 45.398729 1286 3.79 1.48 4.54
"163" 7000402901 "R" "R" 1978 1985 -71.345273 45.399206 1174.5 3.07 1.48 4.54
"164" 7000402901 "R" "M" 1985 1970 -71.345273 45.399206 1165 3.34 1.48 4.54
"165" 7000402902 "T" "T" 1997 2008 -71.350915 45.39983 1305 3.915 1.48 4.54
"166" 7000402902 "T" "T" 2008 1978 -71.350704 45.399381 1284 3.815 1.48 4.54
"167" 7000402902 "T" "T" 1978 1970 -71.350915 45.39983 1122.5 3.265 1.48 4.54
"168" 7000403001 "B" "B" 1997 1970 -70.666063 45.416763 1079.5 2.515 1.48 4.54
"169" 7000403001 "B" "B" 1970 1985 -70.666063 45.416763 1083.5 2.59 1.48 4.54
"170" 7000403001 "B" "B" 1985 1978 -70.666063 45.416763 1095.5 2.31 1.48 4.54
"171" 7000403002 "M" "M" 1970 1985 -70.662865 45.419845 1082.5 2.59 1.48 4.54
"172" 7000403002 "M" "M" 1985 1978 -70.662865 45.419845 1095 2.305 1.48 4.54
"173" 7000403002 "M" "M" 1978 1997 -70.662865 45.419845 1091.5 2.225 1.48 4.54
"174" 7000403101 "B" "B" 1997 2008 -70.816653 45.43257 1263 3.705 1.48 4.54
"175" 7000403201 "T" "T" 1985 1970 -70.883062 45.428966 1050.5 3.35 1.48 4.54
"176" 7000403201 "T" "T" 1970 1978 -70.883062 45.428966 1009.5 3.175 1.48 4.54
"177" 7000403202 "M" "M" 1997 1978 -70.882781 45.432737 1051 3.045 1.48 4.54
"178" 7000403202 "M" "M" 1978 1985 -70.882781 45.432737 1069.5 3.105 1.48 4.54
"179" 7000403202 "M" "M" 1985 1970 -70.882781 45.432737 1050.5 3.345 1.48 4.54
"180" 7000403301 "M" "R" 1978 1970 -70.986454 45.43677 1111.5 2.585 1.48 4.54
"181" 7000403301 "R" "M" 1970 1985 -70.986454 45.43677 1153.5 2.73 1.48 4.54
"182" 7000403302 "T" "T" 1997 1978 -70.981277 45.436765 1149 2.38 1.48 4.54
"183" 7000403302 "T" "T" 1978 1970 -70.981277 45.436765 1111.5 2.575 1.48 4.54
"184" 7000403302 "T" "T" 1970 1985 -70.981277 45.436765 1153.5 2.72 1.48 4.54
"185" 7000403401 "M" "M" 1997 1985 -72.466296 45.433659 1205 4.505 2.41 8.71
"186" 7000403401 "M" "M" 1985 1970 -72.466296 45.433659 1148.5 4.66 2.41 8.71
"187" 7000403401 "M" "M" 1970 1978 -72.466296 45.433659 1099.5 4.485 2.41 8.71
"188" 7000403402 "T" "T" 1985 1970 -72.469369 45.430555 1143.5 4.725 2.41 8.71
"189" 7000403402 "T" "T" 1970 1978 -72.469369 45.430555 1094 4.545 2.41 8.71
"190" 7000403402 "T" "T" 1978 1997 -72.469369 45.430555 1150 4.395 2.41 8.71
"191" 7000403501 "R" "B" 1997 2008 -71.73173 45.482906 1211 5.07 2.41 3.94
"192" 7000403501 "B" "B" 2008 1978 -71.735369 45.486133 1201 4.83 2.41 3.94
"193" 7000403501 "B" "R" 1978 1985 -71.73173 45.482906 1106.5 4.15 2.41 3.94
"194" 7000403501 "R" "B" 1985 1970 -71.73173 45.482906 1083.5 4.475 2.41 3.94
"195" 7000403502 "R" "R" 1985 1970 -71.735198 45.485901 1115 4.245 2.41 3.94
"196" 7000403502 "R" "R" 1970 1978 -71.735198 45.485901 1090.5 4.06 2.41 3.94
"197" 7000403601 "R" "R" 1997 2008 -71.750071 45.486252 1233 4.88 2.41 3.94
"198" 7000403601 "R" "R" 2008 1978 -71.750707 45.486083 1222.5 4.655 2.41 3.94
"199" 7000403601 "R" "B" 1978 1970 -71.750071 45.486252 1086 4.105 2.41 3.94
"200" 7000403601 "B" "R" 1970 1985 -71.750071 45.486252 1110 4.29 2.41 3.94
"201" 7000403602 "R" "R" 1978 1985 -71.747305 45.482656 1131 3.985 2.41 3.94
"202" 7000403602 "R" "B" 1985 1970 -71.747305 45.482656 1107.5 4.31 2.41 3.94
"203" 7000403602 "B" "B" 1970 2008 -71.747305 45.482656 1196.5 5 2.41 3.94
"204" 7000403701 "B" "B" 1970 1985 -70.832937 45.500166 1036.5 3.24 1.48 4.54
"205" 7000403701 "B" "B" 1985 1978 -70.832937 45.500166 1062 3.01 1.48 4.54
"206" 7000403702 "T" "T" 1970 1985 -70.827786 45.499002 1029 3.29 1.48 4.54
"207" 7000403702 "T" "T" 1985 1978 -70.827786 45.499002 1055 3.06 1.48 4.54
"208" 7000403801 "T" "T" 1978 1985 -71.733081 45.499673 1146 3.865 2.41 3.94
"209" 7000403801 "T" "T" 1985 1970 -71.733081 45.499673 1120.5 4.19 2.41 3.94
"210" 7000403802 "B" "B" 2008 1997 -71.733349 45.499634 1242.5 4.78 2.41 3.94
"211" 7000403802 "B" "M" 1997 1970 -71.732997 45.49585 1105.5 4.235 2.41 3.94
"212" 7000403802 "M" "M" 1970 1978 -71.732997 45.49585 1096 4.015 2.41 3.94
"213" 7000403901 "T" "T" 1997 1985 -71.633327 45.516382 1113 4.28 1.48 4.54
"214" 7000403902 "R" "R" 1985 1997 -71.638931 45.514994 1114 4.28 1.48 4.54
"215" 7000404001 "M" "M" 1985 1970 -71.082765 45.533745 1172.5 2.755 1.48 4.54
"216" 7000404001 "M" "M" 1970 2008 -71.082765 45.533745 1311 3.485 1.48 4.54
"217" 7000404002 "B" "B" 1978 1985 -71.082766 45.537534 1186 2.485 1.48 4.54
"218" 7000404102 "M" "M" 1985 1978 -71.604442 45.532259 1094 4.145 1.48 4.54
"219" 7000404201 "M" "B" 2008 1997 -70.765535 45.550706 1304.5 3.225 1.48 4.54
"220" 7000404201 "B" "B" 1997 1985 -70.76615 45.550732 1130.5 2.52 1.48 4.54
"221" 7000404202 "B" "R" 2008 1997 -70.770959 45.549416 1330 2.995 1.48 4.54
"222" 7000404202 "R" "B" 1997 1970 -70.771406 45.5491 1107 2.405 1.48 4.54
"223" 7000404202 "B" "R" 1970 1985 -70.771406 45.5491 1107.5 2.48 1.48 4.54
"224" 7000404202 "R" "R" 1985 1978 -70.771406 45.5491 1130.5 2.22 1.48 4.54
"225" 7000404301 "B" "B" 1978 1985 -71.248777 45.550271 1133.5 3.325 1.48 4.54
"226" 7000404301 "B" "B" 1985 1970 -71.248777 45.550271 1104.5 3.58 1.48 4.54
"227" 7000404302 "B" "B" 1970 1985 -71.249253 45.554299 1104.5 3.575 1.48 4.54
"228" 7000404302 "B" "B" 1985 1978 -71.249253 45.554299 1134 3.32 1.48 4.54
"229" 7000404401 "B" "B" 1978 1985 -71.917686 45.547067 1150 3.955 2.41 3.94
"230" 7000404401 "B" "B" 1985 1970 -71.917686 45.547067 1119.5 4.32 2.41 3.94
"231" 7000404401 "B" "R" 1970 1997 -71.917686 45.547067 1100.5 4.37 2.41 3.94
"232" 7000404401 "R" "R" 1997 2008 -71.917686 45.547067 1235 4.895 2.41 3.94
"233" 7000404402 "B" "B" 1985 1970 -71.917742 45.550792 1118 4.32 2.41 3.94
"234" 7000404402 "B" "B" 1970 1978 -71.917742 45.550792 1090 4.125 2.41 3.94
"235" 7000404501 "T" "T" 1997 1985 -71.332062 45.565828 1153.5 3.44 1.48 4.54
"236" 7000404501 "T" "T" 1985 1970 -71.332062 45.565828 1123 3.57 1.48 4.54
"237" 7000404501 "T" "T" 1970 1978 -71.332062 45.565828 1114.5 3.435 1.48 4.54
"238" 7000404502 "M" "M" 2008 1997 -71.337656 45.56469 1271 4.195 1.48 4.54
"239" 7000404502 "M" "M" 1997 1970 -71.337323 45.564674 1103 3.645 1.48 4.54
"240" 7000404502 "M" "M" 1970 1978 -71.337323 45.564674 1107 3.505 1.48 4.54
"241" 7000404601 "R" "R" 1970 1985 -72.081909 45.566706 1129.5 4.295 2.41 3.94
"242" 7000404601 "R" "R" 1985 1978 -72.081909 45.566706 1165 3.905 2.41 3.94
"243" 7000404601 "R" "M" 1978 1997 -72.081909 45.566706 1143 3.96 2.41 3.94
"244" 7000404602 "T" "T" 1985 1970 -72.08717 45.567896 1123 4.355 2.41 3.94
"245" 7000404602 "T" "T" 1970 1978 -72.08717 45.567896 1091 4.155 2.41 3.94
"246" 7000404701 "B" "B" 1978 1970 -70.73377 45.584007 1038.5 2.535 1.48 4.54
"247" 7000404701 "B" "M" 1970 1985 -70.73377 45.584007 1062.5 2.675 1.48 4.54
"248" 7000404702 "B" "B" 1978 1970 -70.733991 45.587911 1038.5 2.53 1.48 4.54
"249" 7000404702 "B" "B" 1970 1985 -70.733991 45.587911 1062 2.665 1.48 4.54
"250" 7000404801 "M" "M" 1997 1978 -70.753085 45.581662 1059.5 2.745 1.48 4.54
"251" 7000404801 "M" "M" 1978 1985 -70.753354 45.58185 1054.5 2.81 1.48 4.54
"252" 7000404801 "M" "M" 1985 1970 -70.753354 45.58185 1019.5 3.03 1.48 4.54
"253" 7000404802 "M" "M" 1978 1985 -70.753371 45.585558 1073 2.645 1.48 4.54
"254" 7000404802 "M" "M" 1985 1970 -70.753371 45.585558 1039.5 2.875 1.48 4.54
"255" 7000404802 "M" "M" 1970 1997 -70.753371 45.585558 1044.5 2.81 1.48 4.54
"256" 7000404901 "B" "B" 1978 1970 -71.299796 45.584208 1110 3.415 1.48 4.54
"257" 7000404901 "B" "R" 1970 1985 -71.299796 45.584208 1116 3.55 1.48 4.54
"258" 7000404901 "R" "R" 1985 1997 -71.299796 45.584208 1147.5 3.415 1.48 4.54
"259" 7000404901 "R" "R" 1997 2008 -71.299796 45.584208 1277 4.1 1.48 4.54
"260" 7000404902 "R" "M" 1985 1970 -71.299748 45.588051 1115.5 3.545 1.48 4.54
"261" 7000404902 "M" "R" 1970 1978 -71.299748 45.588051 1110.5 3.41 1.48 4.54
"262" 7000405001 "R" "T" 1997 2008 -71.88159 45.583341 1216.5 5.025 2.41 3.94
"263" 7000405001 "T" "M" 2008 1978 -71.881398 45.583334 1210.5 4.775 2.41 3.94
"264" 7000405001 "M" "M" 1978 1970 -71.88159 45.583341 1071.5 4.25 2.41 3.94
"265" 7000405001 "M" "R" 1970 1985 -71.88159 45.583341 1095 4.445 2.41 3.94
"266" 7000405002 "B" "B" 1978 1970 -71.87822 45.586504 1071.5 4.25 2.41 3.94
"267" 7000405002 "B" "M" 1970 1985 -71.87822 45.586504 1094.5 4.445 2.41 3.94
"268" 7000405101 "R" "T" 2008 1997 -72.000124 45.583083 1186.5 5.335 2.41 3.94
"269" 7000405101 "T" "R" 1997 1970 -71.999863 45.583019 1047.5 4.815 2.41 3.94
"270" 7000405101 "R" "T" 1970 1985 -71.999863 45.583019 1063.5 4.76 2.41 3.94
"271" 7000405101 "T" "R" 1985 1978 -71.999863 45.583019 1094.5 4.375 2.41 3.94
"272" 7000405102 "T" "T" 1997 2008 -71.996709 45.585868 1200 5.205 2.41 3.94
"273" 7000405102 "T" "R" 2008 1978 -71.997145 45.586348 1192.5 4.935 2.41 3.94
"274" 7000405102 "R" "R" 1978 1970 -71.996709 45.585868 1054.5 4.415 2.41 3.94
"275" 7000405102 "R" "T" 1970 1985 -71.996709 45.585868 1079.5 4.63 2.41 3.94
"276" 7000405202 "T" "T" 1978 1985 -70.711255 45.597944 1062.5 2.615 1.48 4.54
"277" 7000405202 "T" "T" 1985 1970 -70.711255 45.597944 1028.5 2.845 1.48 4.54
"278" 7000405301 "B" "B" 1978 1985 -71.499454 45.601514 1102.5 3.995 1.48 4.54
"279" 7000405301 "B" "B" 1985 1970 -71.499454 45.601514 1059.5 4.28 1.48 4.54
"280" 7000405302 "B" "R" 1985 1970 -71.49639 45.59787 1063.5 4.25 1.48 4.54
"281" 7000405302 "R" "R" 1970 1978 -71.49639 45.59787 1066 4.075 1.48 4.54
"282" 7000405401 "B" "B" 1978 1970 -71.787266 45.598202 1113 3.88 2.41 3.94
