NO_ZONE	id_plot	densites_10ha
01	7601201501	0.37
01	9109613002	0.37
01	8609101202	0.37
01	9700800101	0.37
01	7601203301	0.37
01	9709600401	0.37
01	7609700501	0.37
01	7601202601	0.37
01	9109611802	0.37
01	8909205202	0.37
01	119600402	0.37
01	7601101201	0.37
01	9709601001	0.37
01	8809413401	0.37
01	9700700501	0.37
01	7609700702	0.37
01	7609800102	0.37
01	7501109702	0.37
01	7601202802	0.37
01	7501107601	0.37
01	8809412702	0.37
01	7609800401	0.37
01	8909203201	0.37
01	9700800401	0.37
01	7501109202	0.37
01	7601202301	0.37
01	7601204302	0.37
01	7501108601	0.37
01	7601201702	0.37
01	7601204301	0.37
01	7601204002	0.37
01	8609102402	0.37
01	9700700401	0.37
01	7609801301	0.37
01	8809414801	0.37
01	7601204102	0.37
01	9500701502	0.37
01	7601203202	0.37
01	9109613701	0.37
01	9109614302	0.37
01	7601202201	0.37
01	7601203702	0.37
01	8609100201	0.37
01	8609101002	0.37
01	7601200702	0.37
01	7501109501	0.37
01	8909205301	0.37
01	9109614201	0.37
01	7609900302	0.37
01	7609800301	0.37
01	7501106401	0.37
01	8609102502	0.37
01	7601100701	0.37
01	7601101002	0.37
01	8909205601	0.37
01	7501106402	0.37
01	7501107502	0.37
01	7609802002	0.37
01	8809414301	0.37
01	7601202302	0.37
01	9500702201	0.37
01	9109613302	0.37
01	9700700602	0.37
01	7609801701	0.37
01	8609101001	0.37
01	8609101402	0.37
01	9700702502	0.37
01	7601202602	0.37
01	7601202801	0.37
01	9509800401	0.37
01	7601200501	0.37
01	7609800101	0.37
01	8609100602	0.37
01	7601204601	0.37
01	9509800601	0.37
01	7601100301	0.37
01	8909207201	0.37
01	9700701002	0.37
01	7501105801	0.37
01	8609102302	0.37
01	7601200102	0.37
01	9109611401	0.37
01	8809413402	0.37
01	7601204502	0.37
01	9500701702	0.37
01	7601101001	0.37
01	8609102602	0.37
01	9509801301	0.37
01	7506900702	0.37
01	8609102101	0.37
01	7609700101	0.37
01	9509800301	0.37
01	7609700302	0.37
01	7501107302	0.37
01	9109613801	0.37
01	9700702701	0.37
01	7601203501	0.37
01	7501106602	0.37
01	7501110001	0.37
01	9700702702	0.37
01	7609801401	0.37
01	9709600601	0.37
01	8609102601	0.37
01	7506900901	0.37
01	9700800302	0.37
01	7601100502	0.37
01	7501109402	0.37
01	8909203001	0.37
01	9700700301	0.37
01	8809414501	0.37
01	9109612502	0.37
01	9700702501	0.37
01	9500701202	0.37
01	9500701701	0.37
01	7501109401	0.37
01	7601202102	0.37
01	7506901001	0.37
01	8609102801	0.37
01	9700701502	0.37
01	9709601002	0.37
01	7506900902	0.37
01	7609700102	0.37
01	8909205502	0.37
01	9109611002	0.37
01	8809413802	0.37
01	7506900501	0.37
01	7601204201	0.37
01	8609102701	0.37
01	8909205701	0.37
01	7601203001	0.37
01	7601100902	0.37
01	7601202902	0.37
01	7609900102	0.37
01	7601100901	0.37
01	8909205702	0.37
01	9509802502	0.37
01	7601201302	0.37
01	9509801102	0.37
01	7601201602	0.37
01	8609100901	0.37
01	7501109001	0.37
01	8609100302	0.37
01	9700700801	0.37
01	7601201301	0.37
01	7609801101	0.37
01	9700701302	0.37
01	7601100501	0.37
01	7601100602	0.37
01	7601200902	0.37
01	9700701501	0.37
01	8609100701	0.37
01	9700701901	0.37
01	9500701301	0.37
01	8609102001	0.37
01	9509800302	0.37
01	8909203802	0.37
01	7601202701	0.37
01	8909206302	0.37
01	9700703001	0.37
01	9709600801	0.37
01	8909203501	0.37
01	9109613202	0.37
01	7601100302	0.37
01	7501109201	0.37
01	9500702101	0.37
01	7609800502	0.37
01	8609100902	0.37
01	7501109102	0.37
01	9700702601	0.37
01	7601200101	0.37
01	8609100702	0.37
01	7609801801	0.37
01	7601203701	0.37
01	7609800201	0.37
01	7601202502	0.37
01	7601101101	0.37
01	9700701201	0.37
01	8909203401	0.37
01	7601202402	0.37
01	7609800701	0.37
01	7609700701	0.37
01	7506900802	0.37
01	7609800302	0.37
01	8909206301	0.37
01	8609101301	0.37
01	7601203402	0.37
01	9109613802	0.37
01	7609900101	0.37
01	8909202901	0.37
01	7601203801	0.37
01	7601201801	0.37
01	9700701702	0.37
01	7601201901	0.37
01	7609801202	0.37
01	9109614301	0.37
01	8909202802	0.37
01	8609102201	0.37
01	9509800602	0.37
01	9700800501	0.37
01	9700701202	0.37
01	9109611601	0.37
01	7601204602	0.37
01	7609800802	0.37
01	8909205102	0.37
01	8809414401	0.37
01	9700700702	0.37
01	9700702802	0.37
01	7609700601	0.37
01	7601101102	0.37
01	9509800501	0.37
01	8909202902	0.37
01	9700700701	0.37
01	9700700802	0.37
01	9709600402	0.37
01	8609100401	0.37
01	7501106601	0.37
01	8909205602	0.37
01	8909203902	0.37
01	9700700302	0.37
01	9700702302	0.37
01	9500702102	0.37
01	7601100101	0.37
01	8609100102	0.37
01	9709600701	0.37
01	119600302	0.37
01	7601203602	0.37
01	9700701401	0.37
01	7601202101	0.37
01	7609801102	0.37
01	9700702301	0.37
01	9109613201	0.37
01	7506901101	0.37
01	7501109902	0.37
01	7601201102	0.37
01	8609101601	0.37
01	7501107501	0.37
01	7501110002	0.37
01	8609101902	0.37
01	9700703002	0.37
01	8609102702	0.37
01	8609101302	0.37
01	9700701902	0.37
01	7501109002	0.37
01	7601201202	0.37
01	7506900502	0.37
01	7609800702	0.37
01	8909205201	0.37
01	9700800502	0.37
01	7601203901	0.37
01	9109612401	0.37
01	7609801001	0.37
01	7601100401	0.37
01	7609700301	0.37
01	7601204001	0.37
01	8909202801	0.37
01	9700702602	0.37
01	9509801802	0.37
01	9700800102	0.37
01	9509802001	0.37
01	7501109901	0.37
01	7601202002	0.37
01	7601100202	0.37
01	7506900402	0.37
01	7601202702	0.37
01	9500701602	0.37
01	7501108801	0.37
01	8909203502	0.37
01	7501108502	0.37
01	8609101401	0.37
01	7609700402	0.37
01	9700800601	0.37
01	9500701601	0.37
01	9509802101	0.37
01	9009105101	0.37
01	9700800202	0.37
01	8809412701	0.37
01	8809413801	0.37
01	7601203102	0.37
01	9709600902	0.37
01	9509800201	0.37
01	119600502	0.37
01	9700700502	0.37
01	9700701402	0.37
01	7609900201	0.37
01	9700701801	0.37
01	7601100802	0.37
01	8809414502	0.37
01	8909203701	0.37
01	7501108302	0.37
01	9509801201	0.37
01	7601100601	0.37
01	7601203002	0.37
01	9509801501	0.37
01	9700700102	0.37
01	7601200201	0.37
01	7609801502	0.37
01	9700800402	0.37
01	9500701501	0.37
01	9700702902	0.37
01	9109612402	0.37
01	9509801702	0.37
01	8909204702	0.37
01	9500702202	0.37
01	7601203902	0.37
01	7506900602	0.37
01	8809414302	0.37
01	9509801801	0.37
01	9109611402	0.37
01	8809411402	0.37
01	9700702102	0.37
01	8609101702	0.37
01	9009105102	0.37
01	7601201002	0.37
01	9700702801	0.37
01	7601201902	0.37
01	8909203002	0.37
01	9509801901	0.37
01	7601100201	0.37
01	119600202	0.37
01	8609101802	0.37
01	7601203201	0.37
01	9209502902	0.37
01	9709600602	0.37
01	9700700402	0.37
01	119600602	0.37
01	9700702001	0.37
01	7601202401	0.37
01	9509800802	0.37
01	8909204701	0.37
01	7601201402	0.37
01	7609801201	0.37
01	7501107301	0.37
01	8609100601	0.37
01	119600401	0.37
01	9700702002	0.37
01	7501108702	0.37
01	9509801001	0.37
01	9700701601	0.37
01	9700700201	0.37
01	7501109701	0.37
01	9500701802	0.37
01	9700701101	0.37
01	7609700801	0.37
01	8909206101	0.37
01	9700800602	0.37
01	9709600502	0.37
01	8609101701	0.37
01	7501109802	0.37
01	9509802402	0.37
01	7501109101	0.37
01	9700701701	0.37
01	9209502901	0.37
01	8609100501	0.37
01	119600702	0.37
01	9509800701	0.37
01	9700700902	0.37
01	9109613301	0.37
01	9500701402	0.37
01	9700701301	0.37
01	9700700601	0.37
01	8809414802	0.37
01	7609800501	0.37
01	9109614202	0.37
01	7501106501	0.37
01	119600701	0.37
01	7601204202	0.37
01	9509801602	0.37
01	7601202901	0.37
01	9500701401	0.37
01	8909203702	0.37
01	9500700402	0.37
01	9509801101	0.37
01	9109614002	0.37
01	8909203801	0.37
01	8909206102	0.37
01	9709600901	0.37
01	9500701902	0.37
01	9109614001	0.37
01	9509801002	0.37
01	7501109601	0.37
01	8609102401	0.37
01	9109612501	0.37
01	7601200602	0.37
01	9509800901	0.37
01	119601001	0.37
01	9500701901	0.37
01	9700702101	0.37
01	9700700101	0.37
01	9700800301	0.37
01	9500702002	0.37
01	7609800801	0.37
01	9109611801	0.37
01	7501108701	0.37
01	9109613001	0.37
01	7609801501	0.37
01	9109613702	0.37
01	119601201	0.37
01	119600601	0.37
01	8609101901	0.37
01	119600201	0.37
01	9500701201	0.37
01	119601101	0.37
01	8609101101	0.37
01	119600301	0.37
01	9500700701	0.37
01	8909203402	0.37
01	9700701802	0.37
01	9700702201	0.37
01	9500701302	0.37
01	119600501	0.37
01	8609100301	0.37
01	9509802301	0.37
01	9509800801	0.37
01	9709600501	0.37
01	9509801401	0.37
01	300800102	0.37
01	9509802202	0.37
01	119600102	0.37
01	119600801	0.37
01	119600902	0.37
01	119600901	0.37
01	119601102	0.37
02	7507000401	0.25
02	7501106302	0.25
02	7507000102	0.25
02	7501107901	0.25
02	7501105601	0.25
02	7501108202	0.25
02	7501107401	0.25
02	7501106902	0.25
02	7501108001	0.25
02	7501106802	0.25
02	7507000301	0.25
02	8809408102	0.25
02	7507000302	0.25
02	7507000702	0.25
02	7501108201	0.25
02	9500700802	0.25
02	7501105502	0.25
02	9009105502	0.25
02	9009105201	0.25
02	7501106301	0.25
02	7501105002	0.25
02	8809408402	0.25
02	7501105001	0.25
02	7506900202	0.25
02	9500700301	0.25
02	9500700901	0.25
02	7501106901	0.25
02	9009105601	0.25
02	7501107802	0.25
02	9109609702	0.25
02	7501106001	0.25
02	9500700302	0.25
02	8909204202	0.25
02	7506900101	0.25
02	7501105301	0.25
02	8809409002	0.25
02	9109609802	0.25
02	7501107902	0.25
02	7507000101	0.25
02	7506900301	0.25
02	8809408401	0.25
02	9109612602	0.25
02	7501107201	0.25
02	7501107701	0.25
02	7501108002	0.25
02	9500701002	0.25
02	7501107101	0.25
02	9009105602	0.25
02	9500701102	0.25
02	7507000701	0.25
02	7501107102	0.25
02	7506900201	0.25
02	9500700101	0.25
02	7501108102	0.25
02	7507000201	0.25
02	9109610301	0.25
02	8809410102	0.25
02	7501106002	0.25
02	9109612601	0.25
02	7501106202	0.25
02	7501107702	0.25
02	7501105402	0.25
02	9500700502	0.25
02	8809410101	0.25
02	7501105602	0.25
02	9109609601	0.25
02	9500700102	0.25
02	9500700902	0.25
02	9109610101	0.25
02	8809410001	0.25
02	7507000801	0.25
02	7507000802	0.25
02	9109609801	0.25
02	7507000501	0.25
02	8809408101	0.25
02	7506900102	0.25
02	7501105401	0.25
02	7501106201	0.25
02	9109612101	0.25
02	9109610302	0.25
02	8809410002	0.25
02	9500700501	0.25
02	7501105501	0.25
02	8909204201	0.25
02	7506900302	0.25
02	9109612102	0.25
02	9209502301	0.25
02	9109612002	0.25
02	8809409901	0.25
02	7501107202	0.25
02	9500701001	0.25
02	9109610401	0.25
02	9109612001	0.25
02	7507000402	0.25
02	7507000502	0.25
02	8809409001	0.25
02	8809409902	0.25
02	7501107801	0.25
02	9109610402	0.25
02	9109609701	0.25
02	7501106801	0.25
02	9109609602	0.25
02	7501105902	0.25
02	9109611902	0.25
02	9109610102	0.25
02	7501108101	0.25
02	9500700602	0.25
02	8809409302	0.25
02	9009105501	0.25
02	9009105202	0.25
02	9500700601	0.25
02	7501105901	0.25
02	7501105302	0.25
02	7507000202	0.25
02	7501107402	0.25
02	9500701101	0.25
02	8809409301	0.25
02	9209502302	0.25
02	9500700801	0.25
02	9109611901	0.25
02 W	9109612301	0.54
02 W	9203002802	0.54
02 W	9203000202	0.54
02 W	9303704201	0.54
02 W	9203001501	0.54
02 W	9303706301	0.54
02 W	7501104901	0.54
02 W	7501101401	0.54
02 W	7501102802	0.54
02 W	7501101402	0.54
02 W	7507000602	0.54
02 W	9209603601	0.54
02 W	9109612201	0.54
02 W	9009105302	0.54
02 W	9203001601	0.54
02 W	9303705901	0.54
02 W	7501101201	0.54
02 W	9203000302	0.54
02 W	7501104001	0.54
02 W	7501104101	0.54
02 W	7501105101	0.54
02 W	9109609301	0.54
02 W	7501101102	0.54
02 W	9203003501	0.54
02 W	7501102302	0.54
02 W	9203002902	0.54
02 W	7501100902	0.54
02 W	7501100802	0.54
02 W	7501102301	0.54
02 W	9203001602	0.54
02 W	7501102801	0.54
02 W	9203003902	0.54
02 W	7501105202	0.54
02 W	9209603802	0.54
02 W	7501101101	0.54
02 W	9109610802	0.54
02 W	7501103402	0.54
02 W	9209602701	0.54
02 W	7501101801	0.54
02 W	7501103502	0.54
02 W	1119700102	0.54
02 W	8909201902	0.54
02 W	9203001301	0.54
02 W	9109608402	0.54
02 W	8909201901	0.54
02 W	7501100901	0.54
02 W	9209602301	0.54
02 W	7501104201	0.54
02 W	9203003702	0.54
02 W	9209602302	0.54
02 W	7501102601	0.54
02 W	7501102001	0.54
02 W	9109609302	0.54
02 W	9203003701	0.54
02 W	9203003901	0.54
02 W	9109609001	0.54
02 W	7501102201	0.54
02 W	7501103002	0.54
02 W	9303705201	0.54
02 W	7501104102	0.54
02 W	7501106101	0.54
02 W	7501102401	0.54
02 W	9303704901	0.54
02 W	9109609202	0.54
02 W	7501103701	0.54
02 W	9203002301	0.54
02 W	7501102501	0.54
02 W	9303706302	0.54
02 W	9209602901	0.54
02 W	7501104302	0.54
02 W	9203003301	0.54
02 W	9303704801	0.54
02 W	7501102602	0.54
02 W	9209603201	0.54
02 W	9203003801	0.54
02 W	9009104201	0.54
02 W	7501102101	0.54
02 W	7501102702	0.54
02 W	9203000801	0.54
02 W	7501100702	0.54
02 W	7501103901	0.54
02 W	7501107001	0.54
02 W	7501103802	0.54
02 W	7501104502	0.54
02 W	9109608902	0.54
02 W	9203003602	0.54
02 W	9203000502	0.54
02 W	7501101301	0.54
02 W	9209602401	0.54
02 W	9109608702	0.54
02 W	8809405901	0.54
02 W	7501103101	0.54
02 W	9109611201	0.54
02 W	9303704402	0.54
02 W	7501103201	0.54
02 W	9109608701	0.54
02 W	7501102002	0.54
02 W	9109608301	0.54
02 W	7501102902	0.54
02 W	7501103401	0.54
02 W	7501103902	0.54
02 W	9209603101	0.54
02 W	9203002101	0.54
02 W	7501106702	0.54
02 W	7501103501	0.54
02 W	9203000702	0.54
02 W	9203000602	0.54
02 W	9209603602	0.54
02 W	7501102402	0.54
02 W	9101600101	0.54
02 W	9303706202	0.54
02 W	9203000402	0.54
02 W	9203003101	0.54
02 W	7501103602	0.54
02 W	9203002001	0.54
02 W	7501106701	0.54
02 W	9203001502	0.54
02 W	7501104402	0.54
02 W	9109608201	0.54
02 W	9203004001	0.54
02 W	9209602201	0.54
02 W	9303704701	0.54
02 W	7501104602	0.54
02 W	9203003102	0.54
02 W	9203000201	0.54
02 W	7501104202	0.54
02 W	9109612202	0.54
02 W	7501100701	0.54
02 W	7501106102	0.54
02 W	9203002202	0.54
02 W	7501102202	0.54
02 W	7501104801	0.54
02 W	9303705001	0.54
02 W	7501103001	0.54
02 W	7501103702	0.54
02 W	9303704702	0.54
02 W	9109608502	0.54
02 W	9203004002	0.54
02 W	9109608501	0.54
02 W	9303705601	0.54
02 W	9209602601	0.54
02 W	7501104301	0.54
02 W	7501105701	0.54
02 W	7501101702	0.54
02 W	9303704301	0.54
02 W	7501102701	0.54
02 W	301000201	0.54
02 W	9109608202	0.54
02 W	7501104802	0.54
02 W	9203003502	0.54
02 W	9109608401	0.54
02 W	9203000901	0.54
02 W	9203002102	0.54
02 W	9303705101	0.54
02 W	9303705301	0.54
02 W	9203001102	0.54
02 W	7501101302	0.54
02 W	9500700202	0.54
02 W	7501105102	0.54
02 W	9303704902	0.54
02 W	9500700201	0.54
02 W	9303705002	0.54
02 W	7501104701	0.54
02 W	7501103801	0.54
02 W	9203001201	0.54
02 W	7501101701	0.54
02 W	8809405902	0.54
02 W	9203000301	0.54
02 W	9109610801	0.54
02 W	9303703201	0.54
02 W	9203003302	0.54
02 W	7501101901	0.54
02 W	9303704601	0.54
02 W	7501101601	0.54
02 W	7501102901	0.54
02 W	9203001001	0.54
02 W	9203001701	0.54
02 W	9209602501	0.54
02 W	9303704202	0.54
02 W	7501102502	0.54
02 W	7501105702	0.54
02 W	9203003001	0.54
02 W	9109611102	0.54
02 W	9203001801	0.54
02 W	9303704101	0.54
02 W	9303705202	0.54
02 W	9209602602	0.54
02 W	9203000601	0.54
02 W	9101600102	0.54
02 W	9303706201	0.54
02 W	7507000601	0.54
02 W	7501104902	0.54
02 W	7501101802	0.54
02 W	9109610001	0.54
02 W	9203002602	0.54
02 W	9303705802	0.54
02 W	7501103302	0.54
02 W	9303704602	0.54
02 W	9303705401	0.54
02 W	9109611202	0.54
02 W	7501103202	0.54
02 W	9303703801	0.54
02 W	9209602001	0.54
02 W	9203000101	0.54
02 W	301000101	0.54
02 W	7501104401	0.54
02 W	9303705501	0.54
02 W	9209603402	0.54
02 W	7501102102	0.54
02 W	9303704501	0.54
02 W	9109609002	0.54
02 W	9303705402	0.54
02 W	9009103302	0.54
02 W	9203001202	0.54
02 W	9109608801	0.54
02 W	9009103301	0.54
02 W	7501103301	0.54
02 W	9203001302	0.54
02 W	9303703802	0.54
02 W	7501101902	0.54
02 W	9303703202	0.54
02 W	9109610201	0.54
02 W	9203000701	0.54
02 W	9109610202	0.54
02 W	9009105301	0.54
02 W	7501104601	0.54
02 W	7501101602	0.54
02 W	9203001402	0.54
02 W	9209603801	0.54
02 W	9303704102	0.54
02 W	9203000902	0.54
02 W	9203002502	0.54
02 W	9203000401	0.54
02 W	7501107002	0.54
02 W	9209603001	0.54
02 W	7501103102	0.54
02 W	9209603202	0.54
02 W	9203000102	0.54
02 W	9203002701	0.54
02 W	9303704302	0.54
02 W	9203002002	0.54
02 W	7501100801	0.54
02 W	9203003402	0.54
02 W	7501104501	0.54
02 W	9203001802	0.54
02 W	9303705602	0.54
02 W	7501103601	0.54
02 W	9303705502	0.54
02 W	9109609201	0.54
02 W	9109608302	0.54
02 W	9209602801	0.54
02 W	9303706102	0.54
02 W	9303705102	0.54
02 W	9203001101	0.54
02 W	9303704502	0.54
02 W	9203002801	0.54
02 W	9203001902	0.54
02 W	9109610002	0.54
02 W	9203000802	0.54
02 W	9203001702	0.54
02 W	9303706002	0.54
02 W	9009102001	0.54
02 W	7501104002	0.54
02 W	7501101202	0.54
02 W	7501104702	0.54
02 W	9303705902	0.54
02 W	9209602101	0.54
02 W	9303705801	0.54
02 W	9203003401	0.54
02 W	9203002702	0.54
02 W	9109608901	0.54
02 W	9203002402	0.54
02 W	9303704401	0.54
02 W	9203002601	0.54
02 W	9303705302	0.54
02 W	9109608802	0.54
02 W	9203002501	0.54
02 W	9109611101	0.54
02 W	9203001901	0.54
02 W	9303704802	0.54
02 W	9203001002	0.54
02 W	9203001401	0.54
02 W	9303706101	0.54
02 W	9203003802	0.54
02 W	9009102002	0.54
02 W	9203002401	0.54
02 W	9203003002	0.54
02 W	9203002901	0.54
02 W	9303705702	0.54
02 W	9303706001	0.54
02 W	9203002201	0.54
02 W	9209603401	0.54
02 W	9203000501	0.54
02 W	9203003202	0.54
02 W	9109612302	0.54
02 W	9203003201	0.54
02 W	9009104202	0.54
02 W	7501105201	0.54
02 W	9209602402	0.54
02 W	9203003601	0.54
02 W	9303705701	0.54
02 W	9203002302	0.54
03	8509702301	0.7
03	7000414101	0.7
03	7000602501	0.7
03	7000603402	0.7
03	9303701702	0.7
03	8509702401	0.7
03	9409800901	0.7
03	7501101002	0.7
03	7000603401	0.7
03	7000414102	0.7
03	7000413001	0.7
03	7000604102	0.7
03	9303700101	0.7
03	7000603002	0.7
03	7501100201	0.7
03	7501100502	0.7
03	7000600201	0.7
03	9303701701	0.7
03	7000600702	0.7
03	7000600202	0.7
03	7000601901	0.7
03	7000601802	0.7
03	9303703301	0.7
03	9303701502	0.7
03	9409800801	0.7
03	7000600301	0.7
03	9209601801	0.7
03	7000601102	0.7
03	9303701302	0.7
03	9303701002	0.7
03	7000600302	0.7
03	7000603602	0.7
03	8509702302	0.7
03	9109607402	0.7
03	7000602202	0.7
03	9303704001	0.7
03	9209601601	0.7
03	9109607502	0.7
03	9303703401	0.7
03	7501100602	0.7
03	7501100402	0.7
03	7501100102	0.7
03	7000603701	0.7
03	7000604202	0.7
03	9303700402	0.7
03	9801702801	0.7
03	7000601801	0.7
03	7000413002	0.7
03	9303702202	0.7
03	7000604201	0.7
03	7501101001	0.7
03	9303702401	0.7
03	9303703502	0.7
03	8509702201	0.7
03	7000604001	0.7
03	9303703701	0.7
03	7501100501	0.7
03	7501100401	0.7
03	9303701501	0.7
03	9303702902	0.7
03	7000603102	0.7
03	9303702701	0.7
03	7000603301	0.7
03	9303702702	0.7
03	9303700202	0.7
03	7000603601	0.7
03	7000604002	0.7
03	7000602201	0.7
03	9409800802	0.7
03	9303702501	0.7
03	7000600802	0.7
03	9303701101	0.7
03	9303702901	0.7
03	9303703501	0.7
03	8509701701	0.7
03	8509701602	0.7
03	9409801002	0.7
03	7000603302	0.7
03	9303700501	0.7
03	7501100101	0.7
03	7000602502	0.7
03	9303703702	0.7
03	9303703002	0.7
03	7501100302	0.7
03	7000601101	0.7
03	9303701102	0.7
03	7501100301	0.7
03	7501101501	0.7
03	9303702102	0.7
03	9303702402	0.7
03	7000601701	0.7
03	9303702002	0.7
03	7000601902	0.7
03	9409801001	0.7
03	9303700302	0.7
03	9303701801	0.7
03	9303700401	0.7
03	7000603101	0.7
03	9109607501	0.7
03	9209601802	0.7
03	9303702101	0.7
03	9409800902	0.7
03	7000600101	0.7
03	9303703901	0.7
03	9303703302	0.7
03	9303702201	0.7
03	8509701802	0.7
03	8509702402	0.7
03	9303702001	0.7
03	9303703402	0.7
03	9303702802	0.7
03	8509701901	0.7
03	9303703601	0.7
03	7000600801	0.7
03	9109607401	0.7
03	7000603702	0.7
03	9303700502	0.7
03	7000604101	0.7
03	7000600102	0.7
03	8509702002	0.7
03	9303702302	0.7
03	7501100202	0.7
03	8509702102	0.7
03	9303800602	0.7
03	8509701601	0.7
03	8509702502	0.7
03	8509702501	0.7
03	8509702001	0.7
03	9303700702	0.7
03	9303702502	0.7
03	7501100601	0.7
03	9303702602	0.7
03	9303700701	0.7
03	7000603901	0.7
03	9303703102	0.7
03	7501101502	0.7
03	9303702801	0.7
03	7000603502	0.7
03	9303701301	0.7
03	9303701601	0.7
03	7000601702	0.7
03	9303702601	0.7
03	9303702301	0.7
03	9303703001	0.7
03	8509702101	0.7
03	9209601901	0.7
03	7000603902	0.7
03	9303701802	0.7
03	8509701902	0.7
03	8509702202	0.7
03	9303701902	0.7
03	8509701801	0.7
03	9303701001	0.7
03	7000603501	0.7
03	9303700102	0.7
03	9303800401	0.7
03	7000603001	0.7
03	9303704002	0.7
03	9303701602	0.7
03	7000600701	0.7
03	9303701901	0.7
03	9801702802	0.7
03	9109606402	0.7
03	9109606401	0.7
03	8509701702	0.7
03	9801703501	0.7
03	9303703602	0.7
03	9303700301	0.7
03	9303703101	0.7
03	9609900801	0.7
03	9209601701	0.7
03	9801703502	0.7
03	9303700201	0.7
03	9303703902	0.7
03	9303800402	0.7
03	9303800601	0.7
03 W	7000602401	2.37
03 W	7000412102	2.37
03 W	7000413502	2.37
03 W	7000601401	2.37
03 W	7000603201	2.37
03 W	7000602002	2.37
03 W	7000408902	2.37
03 W	7000409502	2.37
03 W	7000408302	2.37
03 W	7000413101	2.37
03 W	7000602601	2.37
03 W	7000409501	2.37
03 W	7000412501	2.37
03 W	7000413501	2.37
03 W	7000601501	2.37
03 W	9801703202	2.37
03 W	7000602602	2.37
03 W	9209800202	2.37
03 W	7000412601	2.37
03 W	9109607102	2.37
03 W	7000602302	2.37
03 W	7000601302	2.37
03 W	7000602802	2.37
03 W	7000602902	2.37
03 W	7000602702	2.37
03 W	9303700602	2.37
03 W	7000408802	2.37
03 W	7000602901	2.37
03 W	7000410501	2.37
03 W	9209800201	2.37
03 W	7000409001	2.37
03 W	7000410402	2.37
03 W	9109606202	2.37
03 W	7000603801	2.37
03 W	9801703401	2.37
03 W	7000602001	2.37
03 W	7000601301	2.37
03 W	7000413102	2.37
